id;titulo;titulo_ingles;valoracion;generos;tipo
9731;Nurarihyon no Mago Recaps;;6.39;Action|Supernatural|Demons|Shounen;Special
9732;Full Moon Party;;5.85;Music;Music
9733;The TV Show;;7.08;Music;Music
9734;K-On!!: Keikaku!;;7.88;Comedy|School|Music|Slice of Life;Special
9735;Gintama: Shinyaku Benizakura-hen;;8.31;Action|Comedy|Historical|Parody|Samurai|Sci-Fi|Shounen;Special
9736;Astarotte no Omocha!;Astarotte's Toy;6.73;Comedy|Demons|Ecchi|Fantasy|Romance|Seinen;TV
9737;Appleseed XIII;;6.47;Action|Mecha|Military|Police|Sci-Fi;OVA
9741;Nana to Kaoru;;5.72;Comedy|Ecchi|Romance|Seinen;OVA
9744;Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko;;4.88;Ecchi|Sports;OVA
9745;Sengoku Basara Movie: The Last Party;Sengoku Basara - Samurai Kings: The Movie;7.70;Action|Historical|Martial Arts|Samurai|Super Power;Movie
9748;Kaze wo Nuke!;;6.16;Sports;OVA
9749;Shin Otokogi;;7.05;Seinen;OVA
9750;Itsuka Tenma no Kuro Usagi;A Dark Rabbit has Seven Lives;6.75;Comedy|Supernatural|Romance|Ecchi|Vampire;TV
9751;Strike Witches Movie;Strike Witches: The Movie;7.66;Action|Ecchi|Magic|Military|Sci-Fi;Movie
9754;Kuragehime: Eiyuu Retsuden☆;Princess Jellyfish Specials;6.64;Slice of Life|Comedy|Josei;Special
9756;Mahou Shoujo Madoka★Magica;Puella Magi Madoka Magica;8.44;Drama|Magic|Psychological|Thriller;TV
9759;Future GPX Cyber Formula Graffiti;;6.18;Action|Sci-Fi|Sports;OVA
9760;Hoshi wo Ou Kodomo;Children Who Chase Lost Voices;7.70;Adventure|Romance|Fantasy;Movie
9761;Finder Series;You're My Love Prize;6.69;Action|Drama|Yaoi;OVA
9768;Shima Shima Tora no Shimajirou;;6.29;Adventure|Comedy|Fantasy|Kids|Magic;TV
9770;Hello Kitty no Stump Village;Hello Kitty: Stump Village;6.15;Fantasy|Kids;TV
9773;Lady Lady!! (1988);;6.74;Drama|Shoujo;Movie
9774;Morita-san wa Mukuchi;;6.65;Comedy|School|Slice of Life;OVA
9776;A-Channel;A-Channel;7.02;Comedy|School|Seinen|Slice of Life;TV
9777;Umacha;;4.97;Slice of Life;Special
9778;Toriko Hime: Hakudaku Mamire no Reijou;;6.43;Hentai;OVA
9781;Hyouga Senshi Gaislugger;;6.15;Action|Mecha|Sci-Fi;TV
9782;Norageki!;Five Numbers!;6.23;Mystery|Sci-Fi|Space;OVA
9785;Detective Conan: Conan vs. Kid - Shark & Jewel;;7.75;Adventure|Comedy|Kids|Mystery|Police|Shounen;Movie
9786;Detective Conan: Conan vs. Kid - Jet Black Sniper;;7.53;Adventure|Comedy|Mystery|Police|Shounen;Movie
9789;Nezumi Monogatari: George to Gerald no Bouken;;6.52;Adventure|Kids;Movie
9790;Sora no Otoshimono: Tokeijikake no Angeloid;Heaven's Lost Property the Movie: The Angeloid of Clockwork;7.76;Comedy|Drama|Ecchi|Harem|Romance|Sci-Fi|Shounen|Supernatural;Movie
9792;Licca-chan Fushigi na Fushigi na Yunia Monogatari;;6.30;Adventure|Kids;OVA
9793;Senjou no Valkyria 3: Tagatame no Juusou;;7.37;Action|Military|Fantasy;OVA
9794;Tono to Issho 1.5;;6.13;Comedy|Historical|Parody|Samurai|Seinen;OVA
9795;Atashin'chi Movie;;6.44;Comedy|Super Power;Movie
9796;Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou;;6.28;Comedy|Super Power;Movie
9797;MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials;;6.09;Action|Comedy;Special
9798;Pandane to Tamago-hime;Mr. Dough and the Egg Princess;7.08;Adventure|Fantasy;Movie
9799;Shin-Men;;6.31;Action|Comedy|Super Power|Seinen;TV
9801;Hustle!! Tokitama-kun;Tokitama Hustle;4.38;Dementia;Special
9806;Qin Shi Ming Yue: Bai Bu Fei Jian;Qin's Moon: Hundred Steps Flying Sword;6.69;Action|Historical|Martial Arts|Fantasy;TV
9807;Harley Spiny;;5.89;Kids;TV
9810;Nyani ga Nyandaa Nyandaa Kamen;;6.61;Comedy|Kids;TV
9811;Hanasaka Tenshi Tenten-kun;;6.87;Comedy|Fantasy;TV
9812;Bit the Cupid;;5.43;Comedy;TV
9817;McDull: Gushi;My Life as McDull;6.66;Comedy;Movie
9818;McDull: Boluo You Wang Zi;McDull, Prince de la Bun;7.14;Comedy;Movie
9819;McDull: Xiang Dang Dang;McDull, Kung Fu Kindergarten;6.69;Comedy;Movie
9820;McDull, the Alumni;McDull, The Alumni;6.52;Comedy;Movie
9821;Chuntian Huahua Zhonghua Bowuguan;;6.47;Comedy|Historical;TV
9822;Xiang Qi Wang;Xiangqi Master;6.23;Game;TV
9824;Jigokudou Reikai Tsuushin;;6.32;Fantasy|Horror;OVA
9825;Tonari no Tokoro;;6.71;Comedy;OVA
9826;Okubyou na Venus;;5.60;Music;OVA
9829;Yonimo Osoroshii Nihon Mukashibanashi;The Truth of Japanese Fairy Tales;5.91;Dementia|Horror|Psychological;OVA
9832;Katte ni Shirokuma;;5.63;Comedy;OVA
9834;Level E;Level E;7.52;Sci-Fi|Comedy|Shounen;TV
9837;Emblem Take 2;;6.67;Action|Drama|Seinen;OVA
9839;Detective Conan: Black History 2;;7.62;Adventure|Mystery|Comedy|Police|Shounen;Special
9846;Attraction;;6.14;Mystery;ONA
9849;Akina to Onsen de H Shiyo!;;6.47;Hentai;OVA
9850;Koguma no Koro-chan;Korochan, the Little Bear;5.46;Kids;Movie
9851;O-parts: Oman;;5.06;Action|Mecha|Comedy|Hentai;Special
9855;Shujii no Inbou;;5.43;Hentai;OVA
9856;Manga Nihon Emaki;;6.10;Historical;TV
9857;Bakusou Kyoudai Let's & Go Special;;6.41;Adventure|Cars|Shounen|Sports;Special
9858;Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki;;6.61;Adventure|Cars|Shounen|Sports;Movie
9861;Anime Tenchou Movie;;5.50;Action|Parody;Movie
9862;Hana no Mahoutsukai Mary Bell: Phoenix no Kagi;;5.88;Adventure|Magic|Fantasy|Shoujo;Movie
9863;SKET Dance;SKET Dance;8.32;Comedy|School|Shounen;TV
9865;Hetalia Axis Powers Fan Disc;Hetalia Axis Powers Fan Disc;7.46;Comedy|Historical|Parody;OVA
9866;Oshin;;7.84;Historical|Drama;Movie
9868;Chengyu Donghua Lang;;5.83;Historical|Kids;TV
9869;Din Dong;;6.84;Comedy|Parody;Special
9874;Touhou Niji Sousaku Doujin Anime: Musou Kakyou;;7.14;Magic|Vampire|Fantasy;OVA
9875;Anime Tenchou x Touhou Project;;6.87;Fantasy|Magic;Special
9878;Licca-chan to Yamaneko Hoshi no Tabi;;5.90;Adventure|Fantasy|Kids|Magic;OVA
9879;Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!;;5.13;Kids;OVA
9880;Esper Mami: Hoshizora no Dancing Doll;;6.13;Fantasy|Shounen;Movie
9881;Chou Supercar Gattiger;;6.34;Action|Cars|Sci-Fi;TV
9882;High School Mystery: Gakuen Nanafushigi;;6.38;Horror|Mystery;TV
9883;Osomatsu-kun (1988);Osomatsu-kun (1988);6.92;Comedy;TV
9884;Osomatsu-kun;;6.78;Comedy;TV
9885;Shin Bikkuriman;;5.57;Comedy|Fantasy;TV
9886;Ganbare! Moudouken Serve;;5.65;Slice of Life;Special
9887;Momoko;;5.39;Hentai|Romance;OVA
9888;Shinryaku! Ika Musume Specials;Squid Girl Specials;7.35;Comedy;Special
9890;Major: Message;;8.31;Comedy|Drama|Shounen|Sports;OVA
9893;Suite Precure♪;;7.36;Action|Fantasy|Magic|Shoujo;TV
9895;The Bathroom;;4.24;Comedy|Dementia;Movie
9900;Hamster Club;;6.41;Kids;TV
9902;Hyper ERT;;5.67;Kids;TV
9903;Chi Dor Dor, Chi Dor Dor;;5.74;Kids;TV
9904;Inyouchuu Etsu;;6.29;Hentai|Demons|Supernatural|Magic|Romance|Fantasy;OVA
9905;Captain (TV);;6.25;Sports|Shounen;TV
9906;Sue Cat;;6.15;Adventure|Music|Shoujo;TV
9907;Bokura no Live Kimi to no Life;;7.19;Music;Music
9910;Shokichi Monogatari;;5.56;Kids|Music;Music
9911;Houkago no Pleiades;Wish Upon the Pleiades;6.18;Magic;ONA
9916;Samurai Giants;;6.58;Sports;TV
9917;Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom;Pokemon the Movie: White - Victini and Zekrom;6.82;Adventure|Comedy|Drama|Fantasy|Kids;Movie
9919;Ao no Exorcist;Blue Exorcist;7.81;Action|Demons|Fantasy|Shounen|Supernatural;TV
9922;Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.;We Without Wings – Under the Innocent Sky;6.80;Comedy|Drama|Ecchi|Harem|Romance;TV
9924;Shukufuku no Campanella: La Campanella Della Benedizione;;6.57;Comedy|Ecchi|Fantasy;OVA
9925;Amagami SS: Tachibana Miya-hen - Imouto;Amagami SS: Little Sister;7.30;School;Special
9926;Sekaiichi Hatsukoi;Sekai Ichi Hatsukoi - World's Greatest First Love;8.04;Comedy|Drama|Romance|Shounen Ai;TV
9930;Snow Halation;;7.72;Music;Music
9931;Happy Birthday: Inochi Kagayaku Toki;Re-Birthday;7.32;Drama|Kids|Slice of Life;Movie
9934;Nekogami Yaoyorozu;The Everyday Tales of a Cat God;6.69;Slice of Life|Comedy|Supernatural|Seinen;TV
9935;Chocolat no Mahou;The Magic of Chocolate;6.18;Drama|Magic|Shoujo|Supernatural;OVA
9936;Maken-Ki!;;6.60;Action|Ecchi|Harem|Martial Arts|School|Super Power;TV
9938;Ikoku Meiro no Croisée The Animation;Croisée in a Foreign Labyrinth The Animation;7.46;Slice of Life|Historical|Seinen;TV
9939;Kunoichi Sakuya;;5.96;Hentai;OVA
9940;Mai no Mahou to Katei no Hi;;5.96;Drama|Magic;Special
9941;Tiger & Bunny;Tiger & Bunny;8.04;Action|Mystery|Comedy|Super Power;TV
9943;Ore-sama Kingdom;;6.55;Romance|Shoujo;OVA
9944;Hime Gal♥Paradise;;6.21;Shoujo;OVA
9947;Lan Mao;Blue Cat;5.90;Adventure|Comedy;TV
9948;Music Up;;6.08;Music;TV
9949;Fuwa Aoyun Manyouji;Fuwa's Olympic Stories;5.84;Comedy|Sports;TV
9950;Hulu Xiongdi;;6.71;Action|Super Power;TV
9951;Jiu Se Lu;;6.16;Supernatural;Movie
9952;Wei Qi Shao Nian;Chess Player;6.43;Game|Historical;TV
9955;Da Zuiba Dudu;;5.61;Slice of Life|Kids;TV
9956;The Primitives: Bongo and Grunge;The Primitives: Bongo and Grunge;5.50;Comedy;TV
9957;Hoshizora no Violin;;6.75;Historical|Slice of Life;Movie
9958;Hayate no Gotoku! Heaven Is a Place on Earth;Hayate the Combat Butler! Movie;7.23;Harem|Comedy|Parody|Shounen;Movie
9959;Raiyantsuuri no Uta;;7.43;Drama|Historical;Movie
9963;Detective Conan Movie 15: Quarter of Silence;;8.12;Adventure|Comedy|Mystery|Police|Shounen;Movie
9965;Soukou Kyojin Z-Knight;;5.24;Mecha;OVA
9967;W: Wish Omake;;5.48;Harem|School|Seinen;Special
9968;Wana: Hakudaku Mamire no Houkago;;6.64;Hentai;OVA
9969;Gintama';Gintama Season 2;9.10;Action|Sci-Fi|Comedy|Historical|Parody|Samurai|Shounen;TV
9970;Floating Material;;6.72;Hentai;OVA
9972;Document Taiyou no Kiba Dagram;;6.10;Drama|Mecha|Military|Sci-Fi|Shounen;Movie
9973;Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei;Pleasant Goat and Big Big Wolf: The Tiger Prowess;5.72;Adventure|Comedy|Kids;Movie
9976;Wakaranai Buta;In a Pig's Eye;4.72;Drama;Movie
9978;Kyouryuu Tankentai Born Free;;5.99;Action|Sci-Fi;TV
9979;Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana;;7.59;Action|Fantasy|Magic|Shoujo;Movie
9981;Phi Brain: Kami no Puzzle;Phi-Brain ~ Puzzle of God;7.27;Action|Game|Mystery|Shounen;TV
9982;Fairy Tail OVA;;7.73;Comedy|Ecchi|Fantasy|Magic|Shounen;OVA
9988;Otome wa Boku ni Koishiteru: Futari no Elder The Animation;;6.92;Drama|Romance|School;OVA
9989;Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.;anohana: The Flower We Saw That Day;8.53;Slice of Life|Supernatural|Drama;TV
9990;Midori-ko;Midori-ko;6.05;Dementia|Drama;Movie
9991;Bremen 4: Jigoku no Naka no Tenshi-tachi;Bremen 4;6.06;Kids|Adventure;Special
9993;Samuraider: Nazo no Tenkousei;;6.07;Action|Drama|Samurai;OVA
9996;Hyouge Mono;;8.12;Historical|Samurai|Seinen;TV
9998;Chuuhai Lemon: Love 30s - Ame ni Nurete mo;;5.84;Police|Comedy|Romance|Drama;OVA
9999;One Piece 3D: Mugiwara Chase;;7.23;Action|Adventure|Comedy|Fantasy|Shounen;Movie
10000;Esper Mami Special: My Angel Mami-chan;;6.43;Comedy|Super Power|Supernatural;Special
10003;Kago Shintarou Anime Sakuhin Shuu;;5.01;Comedy|Dementia|Horror|Seinen;OVA
10005;Tetsujin 28-gou: Hakuchuu no Zangetsu;;6.66;Action|Adventure|Mecha|Sci-Fi;Movie
10012;Carnival Phantasm;;7.97;Comedy|Parody|Supernatural;OVA
10013;Shouwa Monogatari (Movie);;6.46;Drama|Historical;Movie
10014;Shouwa Monogatari;;7.02;Drama|Historical;TV
10015;Yu☆Gi☆Oh! Zexal;Yu-Gi-Oh! Zexal;6.48;Action|Fantasy|Game|Shounen;TV
10016;Kizuna Ichigeki;;6.63;Martial Arts|Comedy;Movie
10017;Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku;;6.92;Sci-Fi|Adventure|Super Power|Martial Arts|Fantasy|Shounen;OVA
10020;Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials;OreImo Specials;7.55;Slice of Life|Comedy;ONA
10029;Coquelicot-zaka kara;From Up on Poppy Hill;7.97;Historical|Romance|School|Shoujo;Movie
10030;Bakuman. 2nd Season;Bakuman.;8.47;Comedy|Drama|Romance|Shounen;TV
10033;Toriko;Toriko;7.68;Action|Adventure|Comedy|Fantasy|Shounen;TV
10036;Boku no Chikyuu wo Mamotte: Kiniro no Toki Nasarete;Please Save My Earth: The Passing of the Golden Age;6.67;Drama|Music|Romance|Sci-Fi|Shoujo;Special
10039;Chinpui Specials;;5.47;Comedy;Special
10040;Chinpui: Eri-sama Katsudou Daishashin;;5.86;Comedy;Movie
10043;Sailor Fuku Shinryou Tsumaka;;6.16;Hentai;OVA
10044;Brave Fire S0.9;;4.76;Mecha|Sci-Fi;Special
10045;Seishun Fuufu Monogatari: Koiko no Mainichi;;5.97;Comedy|Drama|Ecchi|Romance|Seinen;OVA
10048;Fuyu no Semi Special;;7.26;Action|Military|Historical|Drama|Samurai|Yaoi;OVA
10049;Nurarihyon no Mago: Sennen Makyou;Nura: Rise of the Yokai Clan - Demon Capital;8.09;Action|Demons|Shounen|Supernatural;TV
10050;Macross F Music Clip Shuu: Nyankuri;;7.42;Music;Music
10055;Black Jack: Heian Sento;Black Jack: Capital Transfer To Heian;6.54;Shounen;Movie
10056;Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken;;5.94;Comedy|Fantasy|Kids;Movie
10057;Sore Ike! Anpanman: Tobe! Tobe! Chibigon;;5.75;Comedy|Fantasy|Kids;Movie
10058;Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!;;6.43;Comedy|Fantasy|Kids;Movie
10059;Sore Ike! Anpanman: Tsumiki Shiro no Himitsu;;6.57;Kids|Fantasy|Comedy;Movie
10060;Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu;;6.17;Comedy|Fantasy|Kids;Movie
10061;Sore Ike! Anpanman: Baikinman no Gyakushuu;;6.00;Comedy|Fantasy|Kids;Movie
10067;Angel Beats!: Another Epilogue;;7.58;Supernatural|Drama|School;Special
10073;Seikon no Qwaser II;The Qwaser of Stigmata II;6.58;Action|Super Power|Supernatural|Ecchi|Seinen;TV
10074;Toriko 3D: Kaimaku Gourmet Adventure!!;;6.79;Action|Adventure|Comedy|Shounen;Movie
10075;Naruto x UT;;7.52;Action|Comedy|Super Power|Martial Arts|Shounen;OVA
10076;Kämpfer für die Liebe;Kämpfer für die Liebe;6.61;Action|Comedy|Ecchi|Shoujo Ai|Super Power;Special
10077;Sango no Umi to Ouji;The Prince and the Coral Sea;5.81;Fantasy;OVA
10079;Hoshizora e Kakaru Hashi;A Bridge to the Starry Skies;6.95;Comedy|Ecchi|Harem|Romance|School;TV
10080;Kami nomi zo Shiru Sekai II;The World God Only Knows II;8.05;Comedy|Harem|Romance|Shounen|Supernatural;TV
10083;Shiki Specials;Shiki Specials;7.89;Mystery|Horror|Supernatural|Thriller|Vampire;Special
10087;Fate/Zero;Fate/Zero;8.43;Action|Supernatural|Magic|Fantasy;TV
10090;Ghost in the Shell: Stand Alone Complex - Solid State Society 3D;Ghost in the Shell: Stand Alone Complex: Solid State Society 3D;7.85;Police|Mecha|Military|Mystery|Sci-Fi|Seinen;Movie
10092;Break Blade 6: Doukoku no Toride;Broken Blade 6;7.77;Action|Military|Fantasy|Mecha|Shounen;Movie
10098;Kobato.: Hajimete no Kobato.;;6.88;Fantasy|Comedy|Drama;Special
10101;Shoujo Senki Brain Jacker;;5.82;Hentai|Supernatural;OVA
10104;Loups=Garous Picture Drama;;5.45;Mystery|Sci-Fi;Special
10105;Bavi Stock;;5.22;Action|Sci-Fi|Adventure|Fantasy;OVA
10106;Sweet Home: H na Oneesan wa Suki Desu ka?;;7.18;Harem|Hentai;OVA
10108;Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary;Oreimo Animated Commentary;7.01;Comedy;Special
10109;Softenni;Softenni! the Animation;6.58;Comedy|Sports|Ecchi|School;TV
10110;Mayo Chiki!;Mayo Chiki!;7.46;Harem|Comedy|Romance|Ecchi|School;TV
10112;Alexandros no Ketsudan;Alexander's Decision;5.70;Historical;OVA
10113;Yokohama Meibutsu: Otoko Katayama-gumi!;;5.86;Action|School|Shounen;OVA
10114;Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan;;6.79;Comedy|Shounen;Movie
10115;Friends: Mononoke Shima no Naki;Friends: Naki of Monster Island;7.02;Kids|Fantasy|Comedy;Movie
10116;Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen;;7.03;Comedy|Seinen;Movie
10118;Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi;;6.58;Adventure|Drama|Sci-Fi;ONA
10119;Seitokai Yakuindomo OVA;;7.86;Comedy|School|Shounen|Slice of Life;OVA
10122;Kowarekake no Orgel Special;;6.97;Sci-Fi|Slice of Life|Drama|Seinen;Special
10132;Jin Sheng Yuan;;6.23;Music;Music
10135;Manga Hajimete Monogatari;;6.28;Adventure|Comedy|Historical;TV
10136;Manga Doushite Monogatari;;6.47;Kids|Adventure|Comedy;TV
10137;Manga Naruhodo Monogatari;;6.03;Adventure|Kids;TV
10138;Manga Hajimete Omoshiro Juku;;6.22;Adventure|Kids;TV
10139;21 Seiki Manga Hajimete Monogatari;;6.28;Adventure|Comedy|Kids|Sci-Fi;Special
10149;Mofa Ya Ma;Grandma and Her Ghosts;6.24;Adventure|Fantasy;Movie
10152;Kimi ni Todoke 2nd Season: Kataomoi;Kimi ni Todoke - From Me To You Season 2 – A Crush;7.25;Romance|Shoujo;Special
10153;Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's;Magical Girl Lyrical Nanoha: The Movie 2nd A's;8.25;Action|Magic|Comedy|Sci-Fi|Drama;Movie
10155;Dog Days;;7.12;Action|Adventure|Fantasy|Magic;TV
10156;Sacred Seven;Sacred Seven;6.70;Action|Sci-Fi|Super Power|School;TV
10161;No.6;No. 6;7.71;Action|Sci-Fi|Mystery|Drama;TV
10162;Usagi Drop;Bunny Drop;8.51;Josei|Slice of Life;TV
10163;C: The Money of Soul and Possibility Control;[C] CONTROL - The Money and Soul of Possibility;7.36;Action|Mystery|Super Power|Thriller;TV
10165;Nichijou;Nichijou - My Ordinary Life;8.52;Slice of Life|Comedy|School|Shounen;TV
10172;Freezing Specials;;6.70;Action|Comedy|Ecchi;Special
10177;DD Hokuto no Ken;DD Fist of the North Star;6.23;Parody|Seinen;TV
10178;Otona Joshi no Anime Time;;7.48;Slice of Life|Drama|Romance|Josei;Special
10180;Otome Youkai Zakuro Picture Drama;;6.40;Romance|Supernatural|Demons|Historical|Seinen;Special
10187;HenSemi (TV);;6.61;Comedy|Ecchi|Seinen;TV
10189;Hunter x Hunter Pilot;;7.30;Action|Adventure|Shounen|Super Power;OVA
10191;Katte ni Kaizou;;6.98;Comedy|Parody|School|Sci-Fi|Shounen;OVA
10194;Badaui Jeonseol Jangbogo;The Legend of Blue;6.31;Action|Adventure|Comedy|Mystery;TV
10196;Baby Princess 3D Paradise 0 [Love];;6.54;Ecchi|Harem|Seinen;OVA
10197;Nyanpire The Animation;;6.76;Comedy|Supernatural|Vampire;TV
10199;Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki;;6.23;Action|Kids|Adventure|Fantasy|Magic|Super Power|Shoujo;Movie
10200;Bikkuriman: Moen Zone no Himitsu;;5.42;Action|Adventure|Kids;Movie
10201;Senkou no Night Raid Picture Drama;;6.24;Action|Historical|Super Power;Special
10202;Kamen Rider Den-O: Imagin Anime 3;;6.42;Action|Adventure|Comedy|Kids|Super Power;OVA
10203;Bikkuriman: Daiichiji Seima Taisen;;5.30;Action|Adventure|Kids;Movie
10207;Lily to Kaeru to (Otouto);Lily, Frogs, and Little Brother.;6.45;Adventure|Comedy|Supernatural;Special
10209;Kore wa Zombie Desu ka? OVA;Is This a Zombie? OVA;7.51;Action|Harem|Comedy|Supernatural|Magic|Ecchi;OVA
10210;Bug tte Honey;;6.06;Adventure|Comedy;TV
10213;Maji de Watashi ni Koi Shinasai!;Majikoi: Oh! Samurai Girls;6.95;Harem|Comedy|Super Power|Romance|Ecchi|Martial Arts|School;TV
10216;Yondemasu yo, Azazel-san. (TV);You're Being Summoned, Azazel;7.61;Comedy|Supernatural|Demons;TV
10217;Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!;Twin Angel: Twinkle Paradise;6.05;Magic;TV
10218;Berserk: Ougon Jidai-hen I - Haou no Tamago;Berserk: The Golden Age Arc I - The Egg of the King;7.87;Action|Military|Adventure|Demons|Supernatural|Fantasy|Seinen;Movie
10219;Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special;;6.40;Comedy|Romance|Ecchi;Special
10224;Uchuu Majin Daikengou;;6.44;Action|Sci-Fi|Adventure|Space|Mecha;TV
10232;Tamayura: Hitotose;;7.32;Slice of Life|Comedy|Drama;TV
10236;Kagee Grimm Douwa;;6.43;Kids|Adventure|Fantasy|Magic|Romance|Supernatural|Demons|Historical|Drama;TV
10237;Ki-Fighter Taerang;Ki Fighter;5.71;Adventure|Kids;TV
10238;Hybrid Deka;;5.13;Comedy;Movie
10239;Mayutoro The Toons;;5.17;Comedy|Fantasy|Kids;TV
10241;Sekai Monoshiri Ryoko;;6.08;Comedy;TV
10242;Ton-Ton Atta to Niigata no Mukashibanashi;;6.29;Comedy;TV
10244;Ultra B: Black Hole kara no Dokusaisha BB!!;;5.55;Adventure|Comedy;Movie
10245;Burning Village;;5.65;Fantasy|Horror;OVA
10246;Hajimete no Christmas;;6.00;Kids;Special
10247;Jankenman: Kaijuu Dai Kessen;;5.84;Comedy|Kids;OVA
10249;Toaru Majutsu no Index-tan II;A Certain Magical Index II: Specials;7.08;Comedy|Parody;Special
10250;Ultra B;;5.94;Comedy|Super Power;TV
10256;Shion Special;;6.53;Hentai;Special
10257;Pretty Rhythm: Aurora Dream;;7.55;Slice of Life|Sports|Music|Shoujo;TV
10258;Gokicha!!;Cockroach Girls;5.65;Comedy;ONA
10259;Da Yu Hai Tang;Big Fish & Begonia;7.80;Adventure|Drama|Romance|Supernatural;Movie
10260;Eiyuu Densetsu: Sora no Kiseki The Animation;Legend of the Heroes: Trails in the Sky;6.69;Action|Adventure|Fantasy;OVA
10261;Toufu Kozou;Little Ghostly Adventures Of The Tofu Boy;5.98;Comedy;Movie
10262;Gag Manga Biyori: Jump Festa 2002 Special;;6.39;Comedy;Special
10263;Sonic X Pilot;;6.16;Adventure|Comedy|Kids|Mecha|Sci-Fi|Shounen;Special
10270;Gun-dou Musashi Recap;Gun Samurai Recap;4.86;Adventure|Samurai|Fantasy;Special
10271;Gyakkyou Burai Kaiji: Hakairoku-hen;Kaiji: Against All Rules;8.27;Game|Psychological|Thriller|Seinen;TV
10276;Tennis no Ouji-sama: Mini Theater;;7.05;Comedy;Special
10278;The iDOLM@STER;THE IDOLM@STER;7.70;Comedy|Drama|Music;TV
10280;Uchuu Kaizoku Sara Special;;7.02;Hentai|Sci-Fi;Special
10282;Manga Nippon Mukashibanashi;;6.07;Historical;TV
10285;Manga Nippon Mukashibanashi (Movie);;5.85;Historical;Movie
10286;Soukou Kijo Iris Special;;6.25;Hentai|Supernatural;Special
10294;Towa no Quon 1: Utakata no Kaben;Towanoquon: The Ephemeral Petala;7.47;Action|Sci-Fi|Super Power|Supernatural;Movie
10297;Shin Koihime†Musou: Otome Tairan OVA;;6.83;Comedy|School;OVA
10298;Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥;;7.41;Comedy|School|Shoujo;Special
10301;Rio: Rainbow Gate! Special;;6.18;Ecchi|Game|Comedy;Special
10302;Pokemon Diamond & Pearl Specials;;7.10;Action|Comedy|Fantasy|Kids;Special
10304;Shin Karate Jigoku-hen;;5.73;Action|Martial Arts;OVA
10306;Umi Monogatari: Kanon to Iku Amamikoshima;Umi Monogatari: Seeing Amamiko Island with Kanon;6.25;Comedy;Special
10308;Sengoku Otome: Momoiro Paradox;Battle Girls: Time Paradox;6.67;Action|Sci-Fi|Comedy|Historical|Super Power|Samurai;TV
10313;Dallos Special;;5.57;Action|Mecha|Sci-Fi;Movie
10319;Chou Dendou Robo Tetsujin 28-gou FX;;6.33;Action|Adventure|Mecha|Sci-Fi;TV
10321;Uta no☆Prince-sama♪ Maji Love 1000%;Uta no Prince Sama;7.29;Harem|Music|Comedy|Romance|School|Shoujo;TV
10323;Golden★Kids;;4.14;Sports|School;ONA
10324;Tono to Issho: Gantai no Yabou;;6.62;Comedy|Historical|Parody|Samurai|Seinen;TV
10325;Kyuuketsuki;;5.94;Hentai|Vampire;OVA
10327;Cosplay Roshutsu Kenkyuukai;;6.19;Hentai;OVA
10330;Bakugan Battle Brawlers: Mechtanium Surge;Bakugan: Mechtanium Surge;6.26;Action|Adventure|Fantasy|Game|Shounen;TV
10334;Rurouni Kenshin Recap;Samurai X Recap;7.38;Action|Adventure|Comedy|Historical|Romance|Samurai;Special
10335;Konpeki no Kantai: Sourai Kaihatsu Monogatari;;6.17;Historical|Military;Special
10336;Last Exile: Ginyoku no Fam;Last Exile: Fam, the Silver Wing;7.12;Action|Adventure|Sci-Fi;TV
10338;Honto ni Atta! Reibai Sensei;;6.61;Comedy|School|Shounen|Supernatural;TV
